report_date,date,value,count,avg
2021-05-21,2020-03-18,"Deaths, Actual",1,0.14285714285714285
2021-05-21,2020-03-20,"Deaths, Actual",2,0.42857142857142855
2021-05-21,2020-03-22,"Deaths, Actual",2,0.7142857142857143
2021-05-21,2020-03-23,"Deaths, Actual",2,1
2021-05-21,2020-03-24,"Deaths, Actual",3,1.4285714285714286
2021-05-21,2020-03-25,"Deaths, Actual",2,1.7142857142857142
2021-05-21,2020-03-26,"Deaths, Actual",2,2
2021-05-21,2020-03-27,"Deaths, Actual",1,2
2021-05-21,2020-03-28,"Deaths, Actual",5,2.4285714285714284
2021-05-21,2020-03-29,"Deaths, Actual",3,2.5714285714285716
2021-05-21,2020-03-30,"Deaths, Actual",4,2.857142857142857
2021-05-21,2020-03-31,"Deaths, Actual",5,3.142857142857143
2021-05-21,2020-04-01,"Deaths, Actual",7,3.857142857142857
2021-05-21,2020-04-02,"Deaths, Actual",12,5.285714285714286
2021-05-21,2020-04-03,"Deaths, Actual",13,7
2021-05-21,2020-04-04,"Deaths, Actual",11,7.857142857142857
2021-05-21,2020-04-05,"Deaths, Actual",12,9.142857142857142
2021-05-21,2020-04-06,"Deaths, Actual",8,9.714285714285714
2021-05-21,2020-04-07,"Deaths, Actual",12,10.714285714285714
2021-05-21,2020-04-08,"Deaths, Actual",10,11.142857142857142
2021-05-21,2020-04-09,"Deaths, Actual",23,12.714285714285714
2021-05-21,2020-04-10,"Deaths, Actual",11,12.428571428571429
2021-05-21,2020-04-11,"Deaths, Actual",18,13.428571428571429
2021-05-21,2020-04-12,"Deaths, Actual",12,13.428571428571429
2021-05-21,2020-04-13,"Deaths, Actual",8,13.428571428571429
2021-05-21,2020-04-14,"Deaths, Actual",13,13.571428571428571
2021-05-21,2020-04-15,"Deaths, Actual",18,14.714285714285714
2021-05-21,2020-04-16,"Deaths, Actual",26,15.142857142857142
2021-05-21,2020-04-17,"Deaths, Actual",10,15
2021-05-21,2020-04-18,"Deaths, Actual",8,13.571428571428571
2021-05-21,2020-04-19,"Deaths, Actual",10,13.285714285714286
2021-05-21,2020-04-20,"Deaths, Actual",22,15.285714285714286
2021-05-21,2020-04-21,"Deaths, Actual",21,16.428571428571427
2021-05-21,2020-04-22,"Deaths, Actual",15,16
2021-05-21,2020-04-23,"Deaths, Actual",19,15
2021-05-21,2020-04-24,"Deaths, Actual",30,17.857142857142858
2021-05-21,2020-04-25,"Deaths, Actual",14,18.714285714285715
2021-05-21,2020-04-26,"Deaths, Actual",21,20.285714285714285
2021-05-21,2020-04-27,"Deaths, Actual",15,19.285714285714285
2021-05-21,2020-04-28,"Deaths, Actual",16,18.571428571428573
2021-05-21,2020-04-29,"Deaths, Actual",15,18.571428571428573
2021-05-21,2020-04-30,"Deaths, Actual",16,18.142857142857142
2021-05-21,2020-05-01,"Deaths, Actual",16,16.142857142857142
2021-05-21,2020-05-02,"Deaths, Actual",18,16.714285714285715
2021-05-21,2020-05-03,"Deaths, Actual",15,15.857142857142858
2021-05-21,2020-05-04,"Deaths, Actual",11,15.285714285714286
2021-05-21,2020-05-05,"Deaths, Actual",23,16.285714285714285
2021-05-21,2020-05-06,"Deaths, Actual",21,17.142857142857142
2021-05-21,2020-05-07,"Deaths, Actual",26,18.571428571428573
2021-05-21,2020-05-08,"Deaths, Actual",18,18.857142857142858
2021-05-21,2020-05-09,"Deaths, Actual",17,18.714285714285715
2021-05-21,2020-05-10,"Deaths, Actual",12,18.285714285714285
2021-05-21,2020-05-11,"Deaths, Actual",10,18.142857142857142
2021-05-21,2020-05-12,"Deaths, Actual",12,16.571428571428573
2021-05-21,2020-05-13,"Deaths, Actual",20,16.428571428571427
2021-05-21,2020-05-14,"Deaths, Actual",14,14.714285714285714
2021-05-21,2020-05-15,"Deaths, Actual",18,14.714285714285714
2021-05-21,2020-05-16,"Deaths, Actual",15,14.428571428571429
2021-05-21,2020-05-17,"Deaths, Actual",9,14
2021-05-21,2020-05-18,"Deaths, Actual",15,14.714285714285714
2021-05-21,2020-05-19,"Deaths, Actual",15,15.142857142857142
2021-05-21,2020-05-20,"Deaths, Actual",10,13.714285714285714
